1.2164446181,3.0582524761,0.6312537981
1.0006251091,3.6009055971,0.4145947164
1.8995586478,3.6925964452,0.1697799105
3.7015376402,3.8703251939,0.0002198604
2.7553359473,2.3372469904,0.0374271265
0.9238601391,1.5566612692,0.4757286093
0.3067337912,3.8471418717,0.2051223563
2.6211989251,2.2879734290,0.0579957496
0.7383052395,0.4789498163,0.1767022131
1.6090674468,2.5297762291,0.5746332362
2.9731657337,1.4025664999,0.0084747266
3.4056708791,1.1452628954,0.0010102406
2.0305533489,3.0247892481,0.2343424225
1.7529641447,3.0064071578,0.3894749450
1.6698073941,0.7171962460,0.1458286692
1.8004904785,2.2381377208,0.4153321369
3.8842120916,1.7806417503,0.0001420210
1.1440509787,3.7185366536,0.3648136212
2.2557323550,3.1853377230,0.1237489445
2.1042242036,3.6268844092,0.1196151240
3.2027660916,3.4751100974,0.0036317641
3.5528969213,1.9943314089,0.0010150980
0.3738157551,1.1575144581,0.2250405835
3.3703034442,2.2676408820,0.0028952915
1.8949986389,1.2114436075,0.1569267411
2.0040461031,3.5002261745,0.1658334093
0.3724241662,3.2252505128,0.3907640926
0.9602324060,0.9569075665,0.2787998763
1.6898768124,3.3245213548,0.3305113526
3.9402821969,1.0602706724,0.0000537637
3.7999189393,0.4283319012,0.0000717155
1.4015441707,1.4680980587,0.3757866487
2.6826549817,1.5178552418,0.0272264263
3.5293403276,1.1120548695,0.0005327587
2.2812916548,3.8815892911,0.0622907988
2.3581573022,1.8950143284,0.1009509273
2.8099726109,2.0079154164,0.0261963814
0.4597847248,2.5718847360,0.6197426085
3.3786999636,3.6590783918,0.0013716513
0.6711622636,1.7598716457,0.5135096903
0.5404221328,2.9437675153,0.5795585959
3.3934893673,3.4649636078,0.0015254660
3.7248694067,2.3781953432,0.0004907760
0.6044469611,1.4122573500,0.3588324739
1.8910550444,1.7506443826,0.2566186823
1.2935668730,1.9191270620,0.5967345625
0.8725163638,1.7632055244,0.5645179944
0.5527503109,2.2722020272,0.6539736462
2.9399664232,0.5599861724,0.0046745994
0.5564886277,2.5225004427,0.6842405808
1.3850026575,2.6099194002,0.7113669951
0.3215658564,3.4570159850,0.2982737775
2.7122343645,2.4780053008,0.0444019837
0.4827236086,0.6676161769,0.1679015101
2.3938414480,1.1501594247,0.0474188301
1.0548268480,3.8117821911,0.3413475457
3.3890730608,1.0564310389,0.0010111174
2.4092948695,1.0335662913,0.0409583298
1.7575375346,2.1971105883,0.4361126018
3.5663650017,2.4893745359,0.0011492509
3.2912496268,3.3460801943,0.0027394801
0.4994839239,2.3548387072,0.6374717346
3.5274263754,2.9584129412,0.0011926533
2.3295595232,3.0154549867,0.1164774870
3.3442083311,0.7343676347,0.0009510162
1.0410160264,1.8832647972,0.6317026756
1.4361106845,2.7769350002,0.6476106152
3.0060436862,1.9238528241,0.0116698135
3.3037840525,3.4436766394,0.0023700684
1.9918756840,0.4169180505,0.0674969445
1.6330850802,2.7774844293,0.5245007490
2.9394360471,2.5902407743,0.0192451350
2.0656530747,0.5446784807,0.0639470406
2.8247275636,1.5331200322,0.0167722375
2.3515153279,1.5818335793,0.0787854082
3.2743054035,2.7026812004,0.0045690646
1.4971317024,3.0087821212,0.5353713172
0.5800067877,3.6744438453,0.3250034585
1.2077655463,2.0510656746,0.6833558112
3.0540274331,2.5554199780,0.0122294725
0.8344936048,1.0140080106,0.2854842264
2.5395349180,3.0325062626,0.0630003916
1.9944710847,1.3707241786,0.1502702789
2.1976751221,1.3710497227,0.0962818296
1.8755166754,1.3643363256,0.1866155771
1.6757764031,2.9558426999,0.4499149702
3.5790553088,1.2248524707,0.0004572003
0.4338615737,1.6243580813,0.3690236568
3.1157029099,1.2111022717,0.0039760756
2.3575037472,3.0418346553,0.1060339921
1.0960448499,1.5619314907,0.4763610046
3.3653584811,3.5770146249,0.0015748967
1.3629171554,1.8570365912,0.5433216263
3.4895385844,3.3914458534,0.0010196622
3.0279086359,0.9451421353,0.0045246296
3.6149527346,3.6234291383,0.0004355114
1.2573939122,1.3871625112,0.3838142004
1.6086971163,3.6211889446,0.2809778088
2.7194710257,2.3193745571,0.0421834592
0.9990013625,0.9889785286,0.2870932058
