1.0000000000,0.0000000000
2.0000000000,0.6931471806
3.0000000000,1.0986122887
4.0000000000,1.3862943611
5.0000000000,1.6094379124
6.0000000000,1.7917594692
7.0000000000,1.9459101491
8.0000000000,2.0794415417
9.0000000000,2.1972245773
10.0000000000,2.3025850930
11.0000000000,2.3978952728
12.0000000000,2.4849066498
13.0000000000,2.5649493575
14.0000000000,2.6390573296
15.0000000000,2.7080502011
16.0000000000,2.7725887222
17.0000000000,2.8332133441
18.0000000000,2.8903717579
19.0000000000,2.9444389792
20.0000000000,2.9957322736
21.0000000000,3.0445224377
22.0000000000,3.0910424534
23.0000000000,3.1354942159
24.0000000000,3.1780538303
25.0000000000,3.2188758249
26.0000000000,3.2580965380
27.0000000000,3.2958368660
28.0000000000,3.3322045102
29.0000000000,3.3672958300
30.0000000000,3.4011973817
31.0000000000,3.4339872045
32.0000000000,3.4657359028
33.0000000000,3.4965075615
34.0000000000,3.5263605246
35.0000000000,3.5553480615
36.0000000000,3.5835189385
37.0000000000,3.6109179126
38.0000000000,3.6375861597
39.0000000000,3.6635616461
40.0000000000,3.6888794541
41.0000000000,3.7135720667
42.0000000000,3.7376696183
43.0000000000,3.7612001157
44.0000000000,3.7841896339
45.0000000000,3.8066624898
46.0000000000,3.8286413965
47.0000000000,3.8501476017
48.0000000000,3.8712010109
49.0000000000,3.8918202981
50.0000000000,3.9120230054
51.0000000000,3.9318256327
52.0000000000,3.9512437186
53.0000000000,3.9702919136
54.0000000000,3.9889840466
55.0000000000,4.0073331852
56.0000000000,4.0253516907
57.0000000000,4.0430512678
58.0000000000,4.0604430105
59.0000000000,4.0775374439
60.0000000000,4.0943445622
61.0000000000,4.1108738642
62.0000000000,4.1271343850
63.0000000000,4.1431347264
64.0000000000,4.1588830834
65.0000000000,4.1743872699
66.0000000000,4.1896547420
67.0000000000,4.2046926194
68.0000000000,4.2195077052
69.0000000000,4.2341065046
70.0000000000,4.2484952420
71.0000000000,4.2626798770
72.0000000000,4.2766661190
73.0000000000,4.2904594411
74.0000000000,4.3040650932
75.0000000000,4.3174881135
76.0000000000,4.3307333403
77.0000000000,4.3438054219
78.0000000000,4.3567088267
79.0000000000,4.3694478525
80.0000000000,4.3820266347
81.0000000000,4.3944491547
82.0000000000,4.4067192473
83.0000000000,4.4188406078
84.0000000000,4.4308167988
85.0000000000,4.4426512565
86.0000000000,4.4543472963
87.0000000000,4.4659081187
88.0000000000,4.4773368145
89.0000000000,4.4886363697
90.0000000000,4.4998096703
91.0000000000,4.5108595065
92.0000000000,4.5217885770
93.0000000000,4.5325994932
94.0000000000,4.5432947823
95.0000000000,4.5538768916
96.0000000000,4.5643481915
97.0000000000,4.5747109785
98.0000000000,4.5849674787
99.0000000000,4.5951198501
100.0000000000,4.6051701860
