0.0500000000,-0.0000059205
0.1500000000,-0.0004197490
0.2500000000,-0.0027440120
0.3500000000,-0.0086571287
0.4500000000,-0.0188802484
0.5500000000,-0.0328110726
0.6500000000,-0.0489323311
0.7500000000,-0.0656009624
0.8500000000,-0.0816674053
0.9500000000,-0.0965069428
1.0500000000,-0.1093837323
1.1500000000,-0.1184462034
1.2500000000,-0.1198965923
1.3500000000,-0.1078791481
1.4500000000,-0.0753868181
1.5500000000,-0.0160908039
1.6500000000,0.0733946108
1.7500000000,0.1915363368
1.8500000000,0.3309083626
1.9500000000,0.4786681161
2.0500000000,0.6185024363
2.1500000000,0.7336086673
2.2500000000,0.8099478063
2.3500000000,0.8389089511
2.4500000000,0.8186871380
2.5500000000,0.7540465108
2.6500000000,0.6546009929
2.7500000000,0.5321544029
2.8500000000,0.3978806421
2.9500000000,0.2601276974
3.0500000000,0.1234051649
3.1500000000,-0.0112609029
3.2500000000,-0.1448333887
3.3500000000,-0.2781829806
3.4500000000,-0.4101234723
3.5500000000,-0.5362052262
3.6500000000,-0.6486636751
3.7500000000,-0.7375694203
3.8500000000,-0.7928746150
3.9500000000,-0.8067957595
4.0500000000,-0.7758822430
4.1500000000,-0.7022105432
4.2500000000,-0.5933828648
4.3500000000,-0.4613247004
4.4500000000,-0.3201803625
4.5500000000,-0.1838193241
4.6500000000,-0.0635386204
4.7500000000,0.0335325158
4.8500000000,0.1050201247
4.9500000000,0.1528419945
5.0500000000,0.1819037178
5.1500000000,0.1983465163
5.2500000000,0.2078088456
5.3500000000,0.2141138028
5.4500000000,0.2186475486
5.5500000000,0.2204957616
5.6500000000,0.2172098058
5.7500000000,0.2059303444
5.8500000000,0.1845345578
5.9500000000,0.1525012686
6.0500000000,0.1112902436
6.1500000000,0.0641748881
6.2500000000,0.0156116350
6.3500000000,-0.0296615620
6.4500000000,-0.0675548277
6.5500000000,-0.0953562246
6.6500000000,-0.1121040528
6.7500000000,-0.1185458647
6.8500000000,-0.1167340981
6.9500000000,-0.1093909384
7.0500000000,-0.0992168105
7.1500000000,-0.0883117799
7.2500000000,-0.0778333184
7.3500000000,-0.0679429330
7.4500000000,-0.0580181005
7.5500000000,-0.0470439429
7.6500000000,-0.0340646821
7.7500000000,-0.0185734999
7.8500000000,-0.0007476897
7.9500000000,0.0185162056
8.0500000000,0.0377589904
8.1500000000,0.0552530949
8.2500000000,0.0693526892
8.3500000000,0.0788126286
8.4500000000,0.0830053635
8.5500000000,0.0819960884
8.6500000000,0.0764733776
8.7500000000,0.0675659069
8.8500000000,0.0565981101
8.9500000000,0.0448448674
9.0500000000,0.0333377011
9.1500000000,0.0227561389
9.2500000000,0.0134137555
9.3500000000,0.0053253153
9.4500000000,-0.0016752692
9.5500000000,-0.0078036719
9.6500000000,-0.0132153756
9.7500000000,-0.0179415268
9.8500000000,-0.0218795920
9.9500000000,-0.0248328799
