1.3955802588,1.4668573717,1.9227435170,-0.5914792372
0.2784598826,1.7155371029,0.8113213169,-0.1427477497
1.6412348691,1.4172709769,1.2477339400,-0.2838415601
0.8750891589,1.1192571246,0.5264136029,-0.1552502265
0.7460914693,1.0229464877,1.0995842471,0.0783354167
1.3524765558,1.7030389607,0.1729842466,0.3486778489
1.7897484495,1.6343007748,0.0843926896,0.9892335828
0.1489547316,1.1674876278,0.5092605494,-0.9331210785
1.9244363254,1.0204719012,0.3365401874,2.1879527124
1.1792628750,1.0269095545,1.8317811628,-0.4808962873
1.3613440755,1.5722664064,0.4950152976,0.2563432986
1.1892662386,1.1215886775,1.2273593736,-0.1164737234
0.5389374850,1.0390556859,0.2570814203,-1.0060156360
1.0281768189,1.9349022890,0.5145863292,0.0122159272
0.2158653562,1.0962156775,1.4012864924,0.8028825142
1.8038063503,1.5068917887,1.4125068818,-0.5344751802
1.0235378182,1.8069758931,1.4401000520,-0.0106030048
0.1319331736,1.0171562860,1.9701931765,2.4747149031
1.2698967698,1.5935885378,1.6765639084,-0.2470904693
0.6950549721,1.3180493179,1.1907402057,0.1079463408
1.1364824821,1.2919299057,1.3886720896,-0.1075715712
1.7746953303,1.7522923765,1.2209145443,-0.2032878233
0.1763527121,1.6386453342,1.7521795308,0.7045979020
0.7593201746,1.7060838307,1.5777384755,0.1550913501
0.5477467192,1.9805555105,1.5325580166,0.1948769700
1.2563304665,1.6020075118,1.3618415195,-0.1239986765
0.5794463314,1.0472898829,1.3477494037,0.4246184201
1.8778514653,1.3588800506,1.6368643358,-1.1182941397
1.3773873833,1.0580503285,0.8757533725,0.1457275665
0.7825512540,1.6152549703,1.8030332418,0.2178305470
1.5760989218,1.2669558149,0.9949967908,0.0063948562
0.7175046862,1.4622159254,0.6826022650,-0.1355340974
1.9306703401,1.2524065325,0.4221819022,1.2746183359
0.9927075377,1.4217500327,0.9469891681,-0.0006369705
0.9659116827,1.1356128724,1.6472782202,0.0568162895
1.6852518973,1.1838424192,0.0506847568,1.6747310186
0.5021185647,1.1763429412,0.3549242590,-0.7331000549
0.9635665646,1.8248285703,1.4251084896,0.0154411613
0.8327557261,1.9158427504,1.4404140238,0.0656712266
0.8551216272,1.3854895769,0.5017986417,-0.1233517349
1.3296648729,1.6412355183,0.9800848605,0.0084333395
1.0051358509,1.9122688099,1.8867127359,-0.0041535947
0.9030538338,1.1412788899,1.3861055037,0.0947717048
0.9405210435,1.7086549509,0.4272790818,-0.0386380928
0.5286221572,1.8165866685,0.2942925418,-0.3192932363
1.9482025719,1.0227539685,1.7120345473,-2.4048514935
1.3820004891,1.6156344484,1.7532448620,-0.3837325833
1.5139632102,1.3005136375,0.8681086847,0.1416885499
1.9721202457,1.7275590304,1.7913836990,-0.9633002925
1.8900364671,1.8812169444,1.1051531014,-0.0978260408
1.7401618909,1.7114051530,0.4707403945,0.4857798742
1.4282253327,1.5650279247,0.5839012406,0.2546097926
0.5797382895,1.9455683849,0.1932225649,-0.2852586694
0.4884683844,1.7657167076,0.5963724689,-0.2088728576
1.2634454842,1.4551464638,1.7339789495,-0.3135754183
0.6718943455,1.5347106645,1.7444888119,0.3335390342
1.2598318355,1.6023289718,1.3113511759,-0.1081535968
0.3992723759,1.2549234721,1.3921844973,0.4674666648
0.4571436496,1.3037257992,0.8672991794,-0.1332382378
1.1188739797,1.7092684688,1.8971463581,-0.1233055886
1.0910710075,1.5875303940,1.4372984313,-0.0532120169
0.5052165454,1.9352595339,1.2048677823,0.0855158455
1.2708504600,1.9626302238,1.7196521676,-0.1739100065
0.9434536513,1.8769068721,1.1283888824,0.0068266113
0.4923660241,1.9388463537,1.1046171302,0.0445774782
1.6773619574,1.5431689839,1.0725390302,-0.0743748020
0.0965548105,1.3862809043,0.4973738318,-0.7157796974
0.8890848834,1.7712783442,1.7123234613,0.0829189162
1.0956915362,1.3322925948,0.3732273004,0.1138427632
1.3597234516,1.2733508019,1.1684488053,-0.1297580069
1.3103671800,1.5061289574,1.8283834587,-0.3912935783
0.5393269396,1.0757102546,1.1005934190,0.1269904283
1.2559937197,1.5637038369,0.6742324971,0.1170142788
0.7529649159,1.9600965636,0.3924060333,-0.1267464791
0.1007650876,1.3419497756,0.6171208520,-0.5794046482
0.6357343904,1.0353507486,0.4680614865,-0.5790980921
