3.8783654985,3.6421524275,0.0126156595
4.9174068739,5.8372611054,0.1477830016
2.9275871543,1.5908190892,-0.1385246947
3.7105003294,0.5362176445,-0.8386748343
4.6212334481,0.2037844131,-0.5957207695
1.7881653761,2.4643813194,0.2526824467
1.7268214281,0.1872809101,-0.8083774731
5.8588462434,2.5649952459,6.6473277827
5.6372767253,2.0959279939,4.8539925004
5.1709395568,1.9573486794,2.2121321943
4.3541158389,0.3003747966,-0.7420646743
0.2091504870,0.2049831216,2.0423114235
2.7883165846,5.6838626382,0.0857522509
5.7083131330,0.1459606140,1.5313421866
5.2225035638,3.8278897838,1.1405691873
6.0405049835,3.8027626861,4.1424802944
1.1660103237,4.4433929826,0.2821248461
5.9016719133,3.8931970196,3.0950424205
5.5125502194,5.2203791748,0.4132478727
4.8650463211,3.2683498619,0.9413942241
3.9368265124,3.0502590995,0.0642012606
0.3273884293,0.4772188627,2.4378470876
0.4911334951,3.4213081734,2.7891088551
5.2007358094,3.7733852325,1.1636865430
0.2516174574,5.9020489800,0.3250028634
0.7357426040,3.3918853639,1.8870378614
3.1255564779,3.6618225242,-0.0210867063
5.9537972280,5.4011220278,0.6089035344
1.4705207098,4.8038730575,0.1328323380
4.6512798736,4.3208792255,0.2157861609
4.8680663945,4.4325184016,0.3040253666
5.4465240702,0.1040483942,0.6297578714
2.3118835505,3.4153220167,-0.0085263435
2.3665000743,3.9112897867,0.0002805549
5.6878425444,1.2932549543,4.7737403083
5.1326464701,4.4817094252,0.4685254393
1.3524733902,2.9561321212,0.6839815133
0.1723634346,1.3404162622,5.9883789557
4.7933429359,5.0638729603,0.1739727281
4.3855440824,3.9003218125,0.1525473472
1.4471923737,0.5729086356,-0.4280845353
5.6555408875,5.5070876229,0.3904995412
1.4265256381,3.1212017370,0.5190089737
4.3708018016,3.2535428041,0.2641519131
2.2132073627,1.8667786391,0.0061160963
2.9382646324,0.9213175680,-0.6079979525
4.8084550893,4.8418042183,0.2007764315
0.5297909981,1.8801717100,3.6948364977
4.9410690705,1.6666808996,1.3142735364
0.4357007268,1.6071328941,4.1829866995
